,no.,date,time,source,destination,protocol,length,tcp_retransmission,seq,win,len,mss,ack,flag,source_port,destination_port
1244,1245,2020-12-04,02:43:20,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,6112
1245,1246,2020-12-04,02:43:25,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,7921
1246,1247,2020-12-04,02:43:31,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,714
1247,1248,2020-12-04,02:43:36,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5000
1248,1249,2020-12-04,02:43:40,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,8600
1249,1250,2020-12-04,02:43:45,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,6668
1250,1251,2020-12-04,02:43:49,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1100
1251,1252,2020-12-04,02:43:54,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5222
1252,1253,2020-12-04,02:43:59,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1971
1253,1254,2020-12-04,02:44:06,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1501
1254,1255,2020-12-04,02:44:12,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2602
1255,1256,2020-12-04,02:44:17,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1163
1256,1257,2020-12-04,02:44:23,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1045
1257,1258,2020-12-04,02:44:29,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,106
1258,1259,2020-12-04,02:44:34,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1061
1259,1260,2020-12-04,02:44:40,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1972
1260,1261,2020-12-04,02:44:45,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,3800
1261,1262,2020-12-04,02:44:51,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1124
1262,1263,2020-12-04,02:44:57,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,27000
1263,1264,2020-12-04,02:45:02,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5544
1264,1265,2020-12-04,02:45:08,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,7025
1265,1266,2020-12-04,02:45:13,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3551
1266,1267,2020-12-04,02:45:19,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1098
1267,1268,2020-12-04,02:45:25,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,2041
1268,1269,2020-12-04,02:49:37,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,7938
1269,1270,2020-12-04,02:49:43,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,79
1270,1271,2020-12-04,02:49:49,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,4444
1271,1272,2020-12-04,02:49:55,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,10628
1272,1273,2020-12-04,02:50:00,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,8194
1273,1274,2020-12-04,02:50:06,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,222
1274,1275,2020-12-04,02:50:12,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3300
1275,1276,2020-12-04,02:50:18,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,6007
1276,1277,2020-12-04,02:50:23,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,64623
1277,1278,2020-12-04,02:50:29,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1132
1278,1279,2020-12-04,02:50:35,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,543
1279,1280,2020-12-04,02:50:40,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1030
1280,1281,2020-12-04,02:50:46,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2003
1281,1282,2020-12-04,02:50:51,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,15003
1282,1283,2020-12-04,02:50:57,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,9001
1283,1284,2020-12-04,02:53:17,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1032
1284,1285,2020-12-04,03:54:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1122
1285,1286,2020-12-04,03:54:42,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,43
1286,1287,2020-12-04,03:54:48,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1717
1287,1288,2020-12-04,03:54:54,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,5298
1288,1289,2020-12-04,03:54:59,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,41511
1289,1290,2020-12-04,03:55:05,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,8088
1290,1291,2020-12-04,03:55:11,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,6003
1291,1292,2020-12-04,03:55:17,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,10024
1292,1293,2020-12-04,03:55:22,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1121
1293,1294,2020-12-04,03:55:28,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,8899
1294,1295,2020-12-04,03:55:33,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1272
1295,1296,2020-12-04,03:55:40,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,2179
1296,1297,2020-12-04,03:55:46,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5087
1297,1298,2020-12-04,03:55:51,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,44442
1298,1299,2020-12-04,03:55:57,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,427
1299,1300,2020-12-04,03:56:03,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,4004
1300,1301,2020-12-04,03:56:08,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2394
1301,1302,2020-12-04,03:56:14,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5952
1302,1303,2020-12-04,03:56:19,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2608
1303,1304,2020-12-04,03:56:25,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,458
1304,1305,2020-12-04,03:56:30,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1068
1305,1306,2020-12-04,03:56:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1700
1306,1307,2020-12-04,03:56:42,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,691
1307,1308,2020-12-04,03:56:47,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5910
1308,1309,2020-12-04,03:56:53,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,9103
1309,1310,2020-12-04,04:21:29,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,32769
1310,1311,2020-12-04,04:21:34,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,711
1311,1312,2020-12-04,05:10:05,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,2041
1312,1313,2020-12-04,05:10:11,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1098
1313,1314,2020-12-04,05:10:17,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,3551
1314,1315,2020-12-04,05:10:22,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,7025
1315,1316,2020-12-04,05:10:28,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5544
1316,1317,2020-12-04,05:10:33,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,27000
1317,1318,2020-12-04,05:10:39,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1124
1318,1319,2020-12-04,05:10:45,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3800
1319,1320,2020-12-04,05:10:50,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1972
1320,1321,2020-12-04,05:10:56,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1061
1321,1322,2020-12-04,05:11:02,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,106
1322,1323,2020-12-04,05:11:07,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1045
1323,1324,2020-12-04,05:11:13,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1163
1324,1325,2020-12-04,05:11:19,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,2602
1325,1326,2020-12-04,05:11:24,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1501
1326,1327,2020-12-04,05:11:31,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,38292
1327,1328,2020-12-04,05:11:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,416
1328,1329,2020-12-04,05:11:42,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1998
1329,1330,2020-12-04,05:11:48,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,20
1330,1331,2020-12-04,05:11:54,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1287
1331,1332,2020-12-04,05:12:00,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,57294
1332,1333,2020-12-04,05:12:06,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,541
1333,1334,2020-12-04,05:12:12,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1352
1334,1335,2020-12-04,05:12:17,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3283
1335,1336,2020-12-04,05:12:23,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1145
1336,1337,2020-12-04,05:12:28,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,2191
1337,1338,2020-12-04,05:12:34,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,20000
1338,1339,2020-12-04,05:12:40,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1035
1339,1340,2020-12-04,05:12:45,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,88
1340,1341,2020-12-04,05:12:51,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1055
1341,1342,2020-12-04,05:12:56,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,32772
1342,1343,2020-12-04,05:13:02,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1077
1343,1344,2020-12-04,05:13:07,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,6566
1344,1345,2020-12-04,05:15:30,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,56737
1345,1346,2020-12-04,05:15:35,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,5961
1346,1347,2020-12-04,05:15:40,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,58080
1347,1348,2020-12-04,05:15:46,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,9207
1348,1349,2020-12-04,05:15:52,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1126
1349,1350,2020-12-04,05:15:57,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,19283
1350,1351,2020-12-04,05:16:03,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,513
1351,1352,2020-12-04,05:16:07,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,722
1352,1353,2020-12-04,05:16:12,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,49153
1353,1354,2020-12-04,05:16:16,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,8001
1354,1355,2020-12-04,05:16:21,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3370
1355,1356,2020-12-04,05:16:25,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,4242
1356,1357,2020-12-04,05:16:31,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,6009
1357,1358,2020-12-04,05:16:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,3869
1358,1359,2020-12-04,05:16:42,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1069
1359,1360,2020-12-04,05:19:05,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,16113
1360,1361,2020-12-04,06:22:10,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,9103
1361,1362,2020-12-04,06:22:16,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5910
1362,1363,2020-12-04,06:22:22,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,691
1363,1364,2020-12-04,06:22:27,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1700
1364,1365,2020-12-04,06:22:33,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1068
1365,1366,2020-12-04,06:22:38,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,458
1366,1367,2020-12-04,06:22:45,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,2608
1367,1368,2020-12-04,06:22:50,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,5952
1368,1369,2020-12-04,06:22:56,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2394
1369,1370,2020-12-04,06:23:01,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,4004
1370,1371,2020-12-04,06:23:07,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,427
1371,1372,2020-12-04,06:23:13,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,44442
1372,1373,2020-12-04,06:23:18,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5087
1373,1374,2020-12-04,06:23:24,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,2179
1374,1375,2020-12-04,06:23:30,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,81
1375,1376,2020-12-04,06:23:36,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3221
1376,1377,2020-12-04,06:23:42,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,2557
1377,1378,2020-12-04,06:23:48,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,37
1378,1379,2020-12-04,06:23:54,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2135
1379,1380,2020-12-04,06:24:00,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2809
1380,1381,2020-12-04,06:24:06,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,51103
1381,1382,2020-12-04,06:24:12,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3871
1382,1383,2020-12-04,06:24:17,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,13
1383,1384,2020-12-04,06:24:23,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5801
1384,1385,2020-12-04,06:24:29,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3322
1385,1386,2020-12-04,06:49:05,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2021
1386,1387,2020-12-04,06:49:10,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3333
1387,1388,2020-12-04,07:35:53,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1998
1388,1389,2020-12-04,07:35:58,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,416
1389,1390,2020-12-04,07:36:04,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,38292
1390,1391,2020-12-04,07:36:11,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,6100
1391,1392,2020-12-04,07:36:16,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,720
1392,1393,2020-12-04,07:36:22,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,8031
1393,1394,2020-12-04,07:36:28,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,146
1394,1395,2020-12-04,07:36:34,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,407
1395,1396,2020-12-04,07:36:39,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3323
1396,1397,2020-12-04,07:36:45,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,24800
1397,1398,2020-12-04,07:36:50,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,7999
1398,1399,2020-12-04,07:36:56,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,19350
1399,1400,2020-12-04,07:37:02,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,61900
1400,1401,2020-12-04,07:37:07,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,593
1401,1402,2020-12-04,07:37:13,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,6002
1402,1403,2020-12-04,07:37:18,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1310
1403,1404,2020-12-04,07:37:24,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,8008
1404,1405,2020-12-04,07:37:30,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1114
1405,1406,2020-12-04,07:41:17,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1069
1406,1407,2020-12-04,07:41:22,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3869
1407,1408,2020-12-04,07:41:28,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,6009
1408,1409,2020-12-04,07:41:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,4242
1409,1410,2020-12-04,07:41:39,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,3370
1410,1411,2020-12-04,07:41:45,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,8001
1411,1412,2020-12-04,07:41:50,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,49153
1412,1413,2020-12-04,07:41:56,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,722
1413,1414,2020-12-04,07:42:02,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,513
1414,1415,2020-12-04,07:42:07,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,19283
1415,1416,2020-12-04,07:42:13,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1126
1416,1417,2020-12-04,07:42:19,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,9207
1417,1418,2020-12-04,07:42:25,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,58080
1418,1419,2020-12-04,07:42:30,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5961
1419,1420,2020-12-04,07:42:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,56737
1420,1421,2020-12-04,07:42:41,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,6566
1421,1422,2020-12-04,07:42:47,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1077
1422,1423,2020-12-04,07:42:52,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,32772
1423,1424,2020-12-04,07:42:57,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1055
1424,1425,2020-12-04,07:43:03,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,88
1425,1426,2020-12-04,07:43:08,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1035
1426,1427,2020-12-04,07:43:14,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,20000
1427,1428,2020-12-04,07:43:19,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,2191
1428,1429,2020-12-04,07:43:25,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1145
1429,1430,2020-12-04,07:43:31,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,3283
1430,1431,2020-12-04,07:43:36,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1352
1431,1432,2020-12-04,07:43:42,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,541
1432,1433,2020-12-04,07:43:47,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,57294
1433,1434,2020-12-04,07:43:54,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1287
1434,1435,2020-12-04,07:43:59,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,20
1435,1436,2020-12-04,07:46:40,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,16113
1436,1437,2020-12-04,08:47:54,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2557
1437,1438,2020-12-04,08:47:59,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3221
1438,1439,2020-12-04,08:48:04,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,81
1439,1440,2020-12-04,08:48:09,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,3889
1440,1441,2020-12-04,08:48:13,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,6565
1441,1442,2020-12-04,08:48:18,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2007
1442,1443,2020-12-04,08:48:22,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,3269
1443,1444,2020-12-04,08:48:27,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1000
1444,1445,2020-12-04,08:48:33,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2492
1445,1446,2020-12-04,08:48:39,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2710
1446,1447,2020-12-04,08:48:45,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5004
1447,1448,2020-12-04,08:48:51,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,7443
1448,1449,2020-12-04,08:48:56,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,27352
1449,1450,2020-12-04,08:49:02,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,7004
1450,1451,2020-12-04,08:49:08,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,52673
1451,1452,2020-12-04,08:49:13,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,8081
1452,1453,2020-12-04,08:49:19,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,49175
1453,1454,2020-12-04,08:51:28,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3322
1454,1455,2020-12-04,08:51:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5801
