,no.,date,time,source,destination,protocol,length,tcp_retransmission,seq,win,len,mss,ack,flag,source_port,destination_port
1509,1510,2020-12-04,10:11:27,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,783
1510,1511,2020-12-04,10:11:32,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1147
1511,1512,2020-12-04,10:14:18,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,54045
1512,1513,2020-12-04,11:15:27,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,49175
1513,1514,2020-12-04,11:15:33,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,8081
1514,1515,2020-12-04,11:15:37,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,52673
1515,1516,2020-12-04,11:15:42,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,7004
1516,1517,2020-12-04,11:15:46,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,27352
1517,1518,2020-12-04,11:15:51,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,7443
1518,1519,2020-12-04,11:15:55,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5004
1519,1520,2020-12-04,11:16:00,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2710
1520,1521,2020-12-04,11:16:04,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2492
1521,1522,2020-12-04,11:16:09,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1000
1522,1523,2020-12-04,11:16:13,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,3269
1523,1524,2020-12-04,11:16:18,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2007
1524,1525,2020-12-04,11:16:22,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,6565
1525,1526,2020-12-04,11:16:27,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,3889
1526,1527,2020-12-04,11:16:32,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1113
1527,1528,2020-12-04,11:16:36,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3986
1528,1529,2020-12-04,11:16:41,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,8443
1529,1530,2020-12-04,11:19:04,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1054
1530,1531,2020-12-04,11:19:09,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,21571
1531,1532,2020-12-04,11:19:13,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,5950
1532,1533,2020-12-04,11:19:18,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,9100
1533,1534,2020-12-04,11:19:22,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,49400
1534,1535,2020-12-04,11:19:27,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1130
1535,1536,2020-12-04,11:19:31,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2875
1536,1537,2020-12-04,11:19:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,32784
1537,1538,2020-12-04,11:44:17,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1556
1538,1539,2020-12-04,11:44:24,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1022
1539,1540,2020-12-04,12:31:12,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1026
1540,1541,2020-12-04,12:31:20,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,8500
1541,1542,2020-12-04,12:31:26,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5815
1542,1543,2020-12-04,12:31:33,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1102
1543,1544,2020-12-04,12:31:39,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,55055
1544,1545,2020-12-04,12:31:44,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3371
1545,1546,2020-12-04,12:31:50,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,10025
1546,1547,2020-12-04,12:31:55,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,616
1547,1548,2020-12-04,12:32:01,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1039
1548,1549,2020-12-04,12:32:06,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,7627
1549,1550,2020-12-04,12:32:12,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,10215
1550,1551,2020-12-04,12:32:18,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,6692
1551,1552,2020-12-04,12:32:23,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,5009
1552,1553,2020-12-04,12:32:29,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2323
1553,1554,2020-12-04,12:32:34,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,8290
1554,1555,2020-12-04,12:32:39,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,2043
1555,1556,2020-12-04,12:32:46,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1034
1556,1557,2020-12-04,12:32:51,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1935
1557,1558,2020-12-04,12:36:26,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1147
1558,1559,2020-12-04,12:36:40,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,783
1559,1560,2020-12-04,12:36:46,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,6792
1560,1561,2020-12-04,12:36:51,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,7435
1561,1562,2020-12-04,12:36:57,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,340
1562,1563,2020-12-04,12:37:03,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2002
1563,1564,2020-12-04,12:37:08,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,648
1564,1565,2020-12-04,12:37:14,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,631
1565,1566,2020-12-04,12:37:20,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1033
1566,1567,2020-12-04,12:37:25,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,6567
1567,1568,2020-12-04,12:37:31,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,2500
1568,1569,2020-12-04,12:37:36,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1081
1569,1570,2020-12-04,12:37:42,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,49161
1570,1571,2020-12-04,12:37:48,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1500
1571,1572,2020-12-04,12:37:53,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,264
1572,1573,2020-12-04,12:37:59,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,2111
1573,1574,2020-12-04,12:38:05,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,49
1574,1575,2020-12-04,12:38:10,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,4002
1575,1576,2020-12-04,12:38:16,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1076
1576,1577,2020-12-04,12:38:22,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1503
1577,1578,2020-12-04,12:38:28,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,6001
1578,1579,2020-12-04,12:38:33,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,32771
1579,1580,2020-12-04,12:38:39,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,417
1580,1581,2020-12-04,12:38:45,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,8011
1581,1582,2020-12-04,12:38:50,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,9040
1582,1583,2020-12-04,12:38:56,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5226
1583,1584,2020-12-04,12:39:02,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,5666
1584,1585,2020-12-04,12:39:07,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1947
1585,1586,2020-12-04,12:39:12,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,40193
1586,1587,2020-12-04,12:39:18,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,16012
1587,1588,2020-12-04,12:41:53,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,54045
1588,1589,2020-12-04,13:43:07,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,8443
1589,1590,2020-12-04,13:43:13,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,3986
1590,1591,2020-12-04,13:43:19,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1113
1591,1592,2020-12-04,13:43:26,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1107
1592,1593,2020-12-04,13:43:31,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,636
1593,1594,2020-12-04,13:43:37,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5054
1594,1595,2020-12-04,13:43:43,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1334
1595,1596,2020-12-04,13:43:49,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1023
1596,1597,2020-12-04,13:43:54,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,903
1597,1598,2020-12-04,13:44:00,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,100
1598,1599,2020-12-04,13:44:05,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3703
1599,1600,2020-12-04,13:44:11,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1028
1600,1601,2020-12-04,13:44:17,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,900
1601,1602,2020-12-04,13:44:22,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,873
1602,1603,2020-12-04,13:44:28,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,119
1603,1604,2020-12-04,13:44:33,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,26214
1604,1605,2020-12-04,13:44:39,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,20828
1605,1606,2020-12-04,13:48:40,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,32784
1606,1607,2020-12-04,13:48:45,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,2875
1607,1608,2020-12-04,13:48:49,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1130
1608,1609,2020-12-04,13:48:54,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,49400
1609,1610,2020-12-04,13:48:59,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,9100
1610,1611,2020-12-04,13:49:03,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5950
1611,1612,2020-12-04,13:49:09,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,21571
1612,1613,2020-12-04,13:49:15,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1054
1613,1614,2020-12-04,14:11:55,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1022
1614,1615,2020-12-04,14:12:02,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1556
1615,1616,2020-12-04,14:58:48,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1935
1616,1617,2020-12-04,14:58:54,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1034
1617,1618,2020-12-04,14:59:00,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2043
1618,1619,2020-12-04,14:59:05,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,8290
1619,1620,2020-12-04,14:59:11,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2323
1620,1621,2020-12-04,14:59:16,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5009
1621,1622,2020-12-04,14:59:23,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,6692
1622,1623,2020-12-04,14:59:28,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,10215
1623,1624,2020-12-04,14:59:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,7627
1624,1625,2020-12-04,14:59:39,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1039
1625,1626,2020-12-04,14:59:45,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,616
1626,1627,2020-12-04,14:59:51,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,10025
1627,1628,2020-12-04,14:59:56,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3371
1628,1629,2020-12-04,15:00:02,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,55055
1629,1630,2020-12-04,15:00:08,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1102
1630,1631,2020-12-04,15:00:14,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5550
1631,1632,2020-12-04,15:00:21,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2638
1632,1633,2020-12-04,15:00:27,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,515
1633,1634,2020-12-04,15:04:05,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,555
1634,1635,2020-12-04,15:04:11,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,880
1635,1636,2020-12-04,15:04:16,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1755
1636,1637,2020-12-04,15:04:22,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,49159
1637,1638,2020-12-04,15:04:27,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,8254
1638,1639,2020-12-04,15:04:33,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1090
1639,1640,2020-12-04,15:04:38,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3324
1640,1641,2020-12-04,15:04:44,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2000
1641,1642,2020-12-04,15:04:50,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,50003
1642,1643,2020-12-04,15:04:55,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,9535
1643,1644,2020-12-04,15:05:01,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,161
1644,1645,2020-12-04,15:05:06,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,9000
1645,1646,2020-12-04,15:05:12,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2105
1646,1647,2020-12-04,15:05:18,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1213
1647,1648,2020-12-04,15:05:23,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,18988
1648,1649,2020-12-04,15:05:29,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,668
1649,1650,2020-12-04,15:05:34,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,33
1650,1651,2020-12-04,15:05:39,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,5859
1651,1652,2020-12-04,15:05:45,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,32777
1652,1653,2020-12-04,15:05:51,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,56738
1653,1654,2020-12-04,15:05:56,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,9099
1654,1655,2020-12-04,15:06:02,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,4045
1655,1656,2020-12-04,15:06:07,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1094
1656,1657,2020-12-04,15:06:13,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2068
1657,1658,2020-12-04,15:06:19,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,8083
1658,1659,2020-12-04,15:06:24,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,777
1659,1660,2020-12-04,15:06:30,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1074
1660,1661,2020-12-04,15:06:35,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,13722
1661,1662,2020-12-04,15:06:41,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3920
1662,1663,2020-12-04,15:06:47,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,5904
1663,1664,2020-12-04,15:09:30,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,787
1664,1665,2020-12-04,16:10:43,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,20828
1665,1666,2020-12-04,16:10:50,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,26214
1666,1667,2020-12-04,16:10:54,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,119
1667,1668,2020-12-04,16:10:59,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,873
1668,1669,2020-12-04,16:11:03,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,900
1669,1670,2020-12-04,16:11:08,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1028
1670,1671,2020-12-04,16:11:13,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3703
1671,1672,2020-12-04,16:11:17,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,100
1672,1673,2020-12-04,16:11:23,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,903
1673,1674,2020-12-04,16:11:28,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1023
1674,1675,2020-12-04,16:11:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1334
1675,1676,2020-12-04,16:11:40,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5054
1676,1677,2020-12-04,16:11:45,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,636
1677,1678,2020-12-04,16:11:51,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1107
1678,1679,2020-12-04,16:11:58,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,8383
1679,1680,2020-12-04,16:12:03,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,544
1680,1681,2020-12-04,16:12:09,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,9111
1681,1682,2020-12-04,16:14:17,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,444
1682,1683,2020-12-04,16:14:23,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,3211
1683,1684,2020-12-04,16:14:28,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,20221
1684,1685,2020-12-04,16:14:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,6667
1685,1686,2020-12-04,16:14:39,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,7103
1686,1687,2020-12-04,16:14:45,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2010
1687,1688,2020-12-04,16:14:50,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,30951
1688,1689,2020-12-04,16:14:56,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1089
1689,1690,2020-12-04,16:39:32,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2910
1690,1691,2020-12-04,16:39:38,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5357
1691,1692,2020-12-04,17:26:18,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,515
1692,1693,2020-12-04,17:26:24,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,2638
1693,1694,2020-12-04,17:26:29,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5550
1694,1695,2020-12-04,17:26:34,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,6901
1695,1696,2020-12-04,17:26:38,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,25735
1696,1697,2020-12-04,17:26:43,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,6969
1697,1698,2020-12-04,17:26:47,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3003
1698,1699,2020-12-04,17:26:52,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3011
1699,1700,2020-12-04,17:26:56,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,50002
1700,1701,2020-12-04,17:27:01,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,9998
1701,1702,2020-12-04,17:27:05,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3998
1702,1703,2020-12-04,17:27:10,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2006
1703,1704,2020-12-04,17:27:14,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1080
1704,1705,2020-12-04,17:27:18,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,6006
1705,1706,2020-12-04,17:27:23,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3005
1706,1707,2020-12-04,17:27:27,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5633
1707,1708,2020-12-04,17:27:32,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,7402
1708,1709,2020-12-04,17:27:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,4321
1709,1710,2020-12-04,17:29:48,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5859
1710,1711,2020-12-04,17:29:53,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,33
1711,1712,2020-12-04,17:29:57,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,668
1712,1713,2020-12-04,17:30:02,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,18988
1713,1714,2020-12-04,17:30:06,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1213
1714,1715,2020-12-04,17:30:11,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2105
1715,1716,2020-12-04,17:30:15,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,9000
1716,1717,2020-12-04,17:30:20,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,161
1717,1718,2020-12-04,17:30:24,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,9535
1718,1719,2020-12-04,17:30:29,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,50003
1719,1720,2020-12-04,17:30:33,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2000
